a,b,diff,d,e,41.4303924,17.0251642
08531a,3,24,nema tiquenedsape huima siri huahuatidedenipa tiadenidsa huima inanema neraha pohuadeni atti pajissa toja-jeredsape pohuadenina cappinemanahuitohui,nema tiquenezape uimasiri uauatidedenipa tiadeniza uima inanemaneraha pouadeni atti parrissa torra rrerazape pouadenina cappinemanauitoui,,
00513,0,23,naraha pohuadsa huati tajaridsa jeso attipa occa amipe nejecojarona paji ohuimecotedeni naco nejecojaridenina paja nade,naraha pouaza uati tarrariza zeso attipa —occa amipe nerrecorrarona parri ouimecotedeni naco nerrecorraridenina parra nade,,
00514,4,23,aji ia pocca dsodsosse tabaqquideni ia dsopi tabaqquidsa dseso attipa ajajaridenina pina occa amissa pina ohimecotedenissa quenajari onajaron,arri ia pocca zozosse tabaqquideni ia zopi tabaqquiza zeso attipa —arrarraridenina pina occa amissa pina ouimecotedenissa quenarrari onarraro,,
00539,4,23,madija ohuaha bodidenicca huimape pina aji siba ccababa tajarocca huimassa najaro dio atti mittemanadsa ama dsati huatidsemanajarin,madirra ouaha bodidenicca uimape pina arri siba ccababa tarrarocca uimassa narraro deo atti mittemanaza amazati uatizemanarrari,,
00728,3,23,nadsama ticca dsodsosse tabaqquidenidsa occa ejedeni ohua ccajonajari naraha inanomimanahuihuajine ssamoqquirinapa nade imehi atti,—nazama ticca zozosse tabaqquideniza occa erredeni ouaccarronarrari naraha inanomimanauiuarrine ssamoqquiri napa –nade imehi atti,,
00851,3,23,naharo vima vima a kanavi mithezape jesu vatimade mota dz inaharoa imekote pama aza ediharode,narraro uima uimahaha canaui imittezape zeso uatimade mota inarraroa imecote pamahaza edirrarode,,
01237,4,23,nadsapa tamine piratocca isso teppeppedenipa odsa imeni bodihuajicca boronidsa seso iaqquedsimemanajari nahuidsa jomanodenicca isso teppeppe badsima toqueriqquijari,nazapa tamine piratocca isso teppeppedenipa oza imeni bodiuarricca boroniza zeso iaqquezimemanarrari nauiza rromanodenicca isso teppeppe bazima toqueriqquirrari,,
01430,3,23,moro taraha jabo huapihuajira toccabaqqui-jari maji ccajo nadsapa maji ppoconejine bote jari n,moro taraha rrabo uapiuarrira toccabaqquirrari marri ccarronazapa marri ppoconerrine boterrari,,
01582,2,23,ajina madijacca marinajana tiadenidsa denima bica tedsape diocca dsosenijipe tineboma najaro nahuinade dseso,arrina madirracca marinarrana tiadeniza denima bica tezape deocca zossenirripe tinebomanarraro naui nade zeso,,
01948,5,23,nadsapa jina tita mema naji ajana jidapanapa ohua ccaccorade ccajo nahui nahui nade dseson,nazapa —rrina titememanarri arrana rridapanapa oua ccaccorade ccarronaui naui nade zeso,,
02015,0,23,naraha nahuidsa domodeni huajari mittemanodsapa tita huaribobo canaji maita casamacca dio atti cacomerabote eriasa huahua nahui quenahui nade,naraha nauiza domodeni uarrari mittemanazapa —titauaribobo canarri maittaccazamacca deo atti cacomerabote eriaza uaua naui quenaui nade,,
02102,2,23,dio dacorabote ohuadsa huima denima bica tanicca inanajaro pohua oni imitteedsape pohuapa huima siri cappira pohua bodi sihuaja tahui nahuato inajaro,deo dacorabote ouaza uima denima bica tanicca inanarraro poua oni imittezape pouapa uimasiri cappira poua bodi ssiuarra taui nauato inarraro,,
02261,3,23,nara seso huati tapomajari maita casama icca idi denipa ajama queque nanade toponi toto nanomide tijesape tia tinanomiji queque nana jari,naraha zeso uati tapomarrari —maittaccazama icca ididenipa arrama quequenanade toponi totonanomide tirrezape tia tinanomirri quequenanarrari,,
02313,3,23,naraha jesopa pohuadeni bodicca huima nahuato tadsapa pohuadenidsa huati tajari nejecotohui tibodidenidsa nema tiquenajaro najarin,naraha zesopa pouadeni bodicca uima nauato tazapa pouadeniza uati tarrari —nerrecotoui tibodideniza nema tiquenarraro narrari,,
02758,3,23,naraha ppiriripa huati carera tahui caraha diopa ppiriri naco ecahuabaqquijari piriri naco poa dsoqquehuicca huada bacco tejeraqquedsape dsoqque jaraccahui,naraha ppiriripa uati ccarera tauiccaraha deopa ppiriri naco ecauabaqquirrari ppiriri naco poua zoqqueuicca uada bacco terreraqquezape zoqque rraraccaui,,
02764,6,23,naraha jodeodenipa nidsa otahuimari tiadenidsa tojajaro acconi boquemanadsapa poccadeni dio atti mamarihuaji tiadeni tohuaqquedsimabaqquimanahuitohui,—naraha zodeodenipa niza otauimari tiadeniza torrarraro acconi boquemanazapa poccadeni deo atti mamariuarri tiadeni touaqquezimabaqqui manauitoui,,
02942,2,23,naraha ime icca dsodsosepa pohuadsa huati tajari timecote bacco nanijari nomi bica taha ccanidsa ticca abi bohui bedi oquibote inanadsoqqueajari najari,naraha imehicca zozossepa pouaza uati tarrari timecote bacco nanirrari nomi bica taha ccaniza ticca abi boui bedi oquibote inanazoqquerrari narrari,,
03422,5,23,pohua denitohui diosa huati huati tanaja toccamaco sanejari imehi dio memehuaji iaccamaco sanejari n,pouadenitoui deoza uati uati tanarra toccamacossanirrari imehi deo memeuarri iaccamacossanirrari,,
03533,6,23,nadsa ohuatti timittemanade ohuape cristo mesia oja-jerani ohonanade diopa dseso tedsejema ohua cadsossepojaride n,—naza ouatti timittemanade ouape cristo mesia orrarrerani ohonanade deopa zeso tezerrema oua cazosseporraride,,
03544,2,23,naraha jeso pohuapa madija passo dopanidsa niquiniqui ihidsanabaqqui najarahui pohua huatimadedenina madija passo dopanidsa niquiniqui ihidsanabaqqui najari,naraha zeso pouapa madirra passo dopaniza niqui niqui ihizanabaqqui narraraui poua uatimadedenina madirra passo dopaniza niqui niqui ihizanabaqqui narrari,,
03557,1,23,naraha jeso ponidsa huati tapomajari ticcanidsa ticca maqquidsa huati tinanidsa ajahuaji ccajonana nahui nade jeso,naraha zeso poniza uati tapomarrari —ticcaniza ticca maqquiza uati tinaniza arrauarri ccarronana naui nade zeso,,
03595,4,23,ajijaro huimapa jeso jodeahuaji ccanidsa carireadsa bacco nanidsapa nahui carireadsa canahuatori canapomajari,arrirraro uimape zeso zodeauarri ccaniza carireaza bacco nanizapa naui carireaza canauatori canapomarrari,,
03741,2,23,ah naraha aja madija mari mari najonahua taminedenipa mari tejeraji quena-jarajarina icca taminedenipa pajissa cristo mesia quenajarico quenade,a naraha arra madirra mari mari narronaua taminedenipa mari terrerarri quena rrararrarirana icca taminedenipa parrissa cristo mesia quenarrarico quenade,,
03782,3,23,naraha marinaja pariseodsa jehe quenajari attideni jesodsa tia motta titahuimari tetecomera najaro ia motta itahuimari ecomerani bica tejerani inajaro quenade n,naraha marinarra parizeoza rrehe quenarrari attideni zesoza —tia motta titauimari tetecomera narraro ia motta itauimari ecomerani bica terrerani inarraro quenade,,
03875,1,23,naraha madija ohuaha nattipa jahui tojera tahui atti jidsa tadsa pohuadeni cacahuade attissa najaradsapa domo tocca tahui nade jeso,naraha madirra ouaha nattipa rraui torrera taui atti rriza taza pouadeni cacauade attissa narrarazapa domo tocca taui nade zeso,,
03915,5,23,odsa capamema najaro onini betaniadsa madija coma taha madijari onipa rasaro nanidsape maria poni onihi majata tadsajani madimanajarode n,oza capamema narraro onini betaniaza madirra coma taha madirrari onipa razaro nanizape maria poni onihi marta tazarrani madimanarrarode,,
03929,0,23,naraha tome pohua tessedeni pohuadsa papamade quequenanajaria jiadsa huati tade jina ia naqui nani jahuijana pohuadsama ijica nana nade,naraha tome poua tessedeni pouaza papamade quequenanarraria iaza uati tade —rrina ia naqui nani rrauirrana pouazama irrica nana nade,,
04003,1,23,naraha nidsa madijajine quehe onedsana madija badsimapa ohuadsana toqquejenahuitohui nade jeso,naraha niza madirrarrine que onezana madirra bazimapa ouazana toquerrenauitoui nade zeso,,
04207,5,23,nadsapa tamine anasa attipa manaco caipahuaji toccana nadsapa dseso biji jore nahui nama naha caipahuaji iaqquemanade caipapa dada toqquimadedenicca tamine deni tojajarin,nazapa tamine anasa attipa —manaco caipauarri toccana nazapa zeso birri rrore naui nama naha caipauarri iaqquemanade caipapa dada toqquimadedenicca tamine deni torrarrari,,
04614,6,23,qqui memehuaji tohuabani qqui tiquenaji madija bedi pohua imehi dio huinori nahuatonihuaji huahui qqui onahui najari esteban,—qqui memeuarri touabani qqui tiquenarri madirra bedi poua imehi deo uinori nauatoniuarri uaui qqui onaui narrari estevao,,
05169,6,23,nadsama huima onihi obodidsa nahuato onajaro naqui aji tiadeni occa mamari tabaqqui diocca cacahuehe tahuimarini tiadeni marimari oocanabaqqui najarope ohua qquitimanimanapoma jeranitohui,—nazama uima onihi obodiza nauato onarraro naqui arri tiadeni occa mamari tabaqqui deocca cacauehe tauimarini tiadeni mari mari ohocanabaqqui narrarope oua qqui timanimanapoma rreranitoui,,
05392,2,23,naraha manaco pohuadsa huati onade tiapi nejecojari onade naraha ohuape jeso tiape ohua tinajidsojaro nade ohuadsa n,naraha manaco pouaza uati onade tiape nerrecorrari onade naraha ouape zeso tiape oua tinarrizorraro nade ouaza,,
05542,4,23,pohuadenipa huima bicani mittemanahuihuajine nacasseraqquiri najari pohuadeni attipa tiadenidsa nabica onanitohui quequenanaraha mamaidsemana najari,pouadenipa uima bicani mittemanauiuarrine rriperaqquiri narrari pouadeni attipa —tiadeniza nabica onanitoui quequenanaraha mamaizemana narrari,,
06404,5,23,nahui dsotode tiacodsa naco ahuatonipomajari nahui dsotode naco pocca dsodsosse tabaqqui badsimadsa ahuatonipomajarin,naui zotode tiacoza naco auatonipomarrari naui zotode naco pocca zozosse tabaqqui bazimaza auatonipomarrari,,
06414,2,23,aji tettideni jidacca jicajaridenipa nahuatonimana-jarahuitohui titiquena nedsape cristo naco nahuatoni-jaranaja,arri tettideni —rridacca rricarraridenipa nauatonimana rrarauitoui titiquena nezape cristo naco nauatoni rraranarra,,
06415,2,23,pajissa cristo nahuatoni-jaradsapa ticcadeni jehenijipe ponima tojaneje ticcadeni huimasiri naqui tiadenidsa nema dsanaponeje,parrissa cristo nauatoni rrarazapa ticcadeni rrehenirripe ponima torranerre ticcadeni uimasiri naqui tiadeniza nema zanaponerre,,
06447,4,23,idapanape pina madija nami nahua tojarissa inajaro nidsa dsotodena pina cristo memehuaji madijarissa inanitohuin,rridapape pina madirra nami nauatorrarissa inarraro niza zotodena pina cristo memeuarri madirrarissa inanitoui,,
06500,3,23,iadsa tetidsemananihuajine nahuato onedsape tahide tiadeni qquide occapona onade nema onedsa tiadeni qquide occani pamedsape huima bicani naqui tiadenidsa onanani pamanihuajine n,iaza tetizemananiuarrine nauato onezape taide tiadeni qquide occapona onade nema oneza tiadeni qquide occani pamezape uima bicani naqui tiadeniza onanani pamaniuarrine,,
06574,3,23,naraha jijaro namicca essire jicaca taniccape ocassera tajarojine ojiema imadijaro essire memehuajiccana tohuini inajaro n,naraha arrirraro namicca essire rricaca taniccape ocassera tarrarorrine orriema imadirraro essire memeuarriccana touini inarraro,,
07127,3,23,ejedenideni tiadenipe ia dsodsossede deo tohuini nahuiccara tinanemanani bica tani huajinepe ticcadeni abi ami attidenidsa iboraqquiri tiquenaji najarona huima pajirenissa tajaro,erredenideni tiadenipe ia zozossede deo touini nauiccara tinanemanani bica taniuarrinepe ticcadeni abi ami attideniza iboraqquiri tiquenarri narrarona uima parrirenissa tarraro,,
07287,1,23,abi dio bicabotepa deni tojahui etti nema dsanaponitohui badsima pohuadsa etidse dsanapona onajaro pajissa nema nana n,abi deo bicabotepa deni torraui etti nema zanaponitoui bazima pouaza etizezanapona onarraro parrissa nema nana,,
07443,3,23,tettideni naqui iadsa bicaqquiri tiquenani deni tiquejenani tiquenanijine tohuini inejerade madija ohuaha deni naco attideni nama quenahihuajine tohuini inejerade n,tettideni naqui iaza —bicaqquiri tiquenani deni tiquerrenani tiquenanirrine touini inerrerade madirra ouahadeni naco attideni nama quenauiuarrine touini inerrerade,,
08559,3,23,dio madija badsimacca huima cattemade tojahihuajinecca huada bacco tani tahidepe ia pocca madija iquejenajaro icca huimaha icattema ponitohui,deo madirra bazimacca uima cattemade torrauiuarrinecca uada bacco tani taidepe ia pocca madirra iquerrenarraro icca uimaha icattemaponitoui,,
08776,3,23,diocca pajissehe ibodidsa anijarojinea tiadenidsa eti huanaqquiri najaropaji pocca pajissehe ibodidsa anidsanaponitohui,deocca parrissehe ibodiza anirrarorrinea tiadeniza eti uanaqquiri narraroparri pocca parrissehe ibodiza anizanaponitoui,,
09195,5,23,nadsapa diocca sodsosse huadsa huati tajari nejecotohui huato tajaro naa,nazapa deocca zozosse ouaza uati tarrari —nerrecotoui uato tarraro,,
00605,5,22,nadsapa maji toccadsa pocca dsodsosse tabaqqui iape jesodsa huati inade ahuajipa madija madide nohuerahui,nazapa marri toccaza pocca zozosse tabaqqui iape zesoza uati inade —auarripa madirra madide noueraui,,
00956,3,22,najaro huima mittemanedsa madija badsima huajo quenadsapa a dsesopa nahuato tajari quenajaride,narraro uima mittemaneza madirra bazima uarro quenazapa —a zesopa nauato tarrari quenarraride,,
01640,5,22,nadsapa pohua nocco sirere nadsapa jehe madija qqui onabaqquiraha pohuadenipa pina ahua domoni ccaridsajarossa quenahui nahuinade nocco sirin,nazapa poua nocco ssire re nazapa —rrehe madirra qqui onabaqquiraha pouadenipa pina aua domoni ccarizarrarossa quenaui naui nade nocco siri,,
01989,1,22,naraha piratoha jee aja pohuadsa judeo denicca tamine quenajari tappa onabihuajine nacasaqquiri tinaqui nahuinade,naraha piratoa —rrehe arra pouaza zodeodenicca tamine quenarrari tappa onauiuarrine nacassaqquiri tinaqui naui nade,,
02066,6,22,ticca ehedeni tossonadsapa tetidsainitohui madija ohua adeni naco huati dsema nahuitohuin,—ticca erredeni tossonazapa tetizenitoui madirra ouahadeni naco uatizemanauitoui,,
02099,2,22,nesape maria diosa huati sesa attinipe obudi huatima oa soso sede deni toja jari bica tahui ona jaro,nezape maria deoza uatizeza attinipe —obodi ouattima oua zozossede deni torrarrari bica taui onarraro,,
02273,4,22,nadsapa pocca marinaja mitte manadsapa aa pocca marinaja bica tahua quenajari pohuapa atti caji tajarijine nama quenajari,nazapa pocca marinarra mittemanazapa —a pocca marinarra bica taua quenarrari pouapa atti carri tarrarirrine nama quenarrari,,
02845,1,22,jesu huati tapomajari aji diocca cacahuehecca huima timittemananihuajine huima onihi tadsajani tiadenidsa huati onana,zeso uati tapomarrari —arri deocca cacauehecca uima timittemananiuarrine uima onihi tazarrani tiadeniza uati onana,,
03121,5,22,memehuaji diusa madimanajarideni pohuadsa tiana deni tijani quenana quenana quenajari huahua sanapomanadsa n,memeuarri deoza madimanarrarideni pouaza tiana deni tirrani quenana quenana quenarrari uaua zanapomanaza,,
03197,2,22,nasama madija sama onihicca dsama onihicca teseje jadsire imeni ina huato manani tahui marini timittemanesa naqui ticappine mana tejerana,nazama madirra zama onihicca zama onihicca tezerre rrazire imeni inauatomanani tauimarini timittemaneza naqui ticappinemana terrerana,,
03322,4,22,nadsapa tamine pilatopa dada toqquimade taminedeni jodeodeni ime jocohuideni madija ohuahadeni naco hua inajonabaqquidsa queriqquijo najari n,nazapa tamine piratopa dada toqquimade taminedeni zodeodeni ime rrocouideni madirra ouahadeni naco ua inarronabaqquiza queriqquirronarrari,,
03652,3,22,naraha jeso huatimade ojaria onipa adere pohuapa simao pedoro ohuaha najarina dsabisso pao cajihui qqui tadsapa jesodsa huati tajariden,naraha zeso uatimade orraria onipa adere pouapa simao pedoro ouaha narrarina zabisso pao carriui qqui tazapa zesoza uati tarraride,,
03770,2,22,nedsape ssono onini jitona quenahuihuaji dseso toqquemoradsa pohuadsa jahuijemorade,nezape ssono onini rritona quenauarri zeso toqquemoraza pouaza rrauirremorade,,
03814,3,22,najarojine tiadenidsa pajissahera huati huati oneraha tiadeni naqui ohuadsa pajissa tiquene-jerajaropaji,narrarorrine tiadeniza parrissehera uati uati oneraha tiadeni naqui ouaza parrissa tiquenerrerarraroparri,,
03860,4,22,maitta ccadsama dsama nahua toponidsama maqquideje nocco siri tossonahui nocco ssire inanemanahui huima ihimitta jona nejerajarode n,maittaccazama zama nauatoponizama maqquiderre nocco siri tossonaui nocco ssire inanemanaui uima ihimittarrona nerrerarrarode,,
04705,4,22,nadsapa pedoro nahui dsopehuaji huadari huapi taccahuihuajine nahuicca bani etero nana dacomade oni simao tadsaridsa madiccajari,nazapa pedoro naui zopeuarri uadari uapi taccauiuarrine nauicca bani etero nanadacomade oni simao tazariza madiccarrari,,
04712,4,22,pohua pina pohua onissa najaricca odsadsa madijari najari simopa bani etero nana dacomade pohuapa hueni imehi inididsa madijari najari,poua pina poua onissa narraricca ozaza madirrari narrari simaopa bani etero nanadacomade pouapa ueni imehi inidiza madirrari narrari,,
04955,5,22,nadsama ia dsosse inabaqquihuihuajinepa soda sira tedsejena icca huima iaqquemanedsa tiadenidsa huati toquenahuitohuin,nazama ia zosse inabaqquiuiuarrinepa zoda sira tezerrena icca uima iaqquemaneza tiadeniza uati toquenauitoui,,
05437,5,22,ssihuajapomedsa naqui nema cadsanaponi paji nedsape dajoni imeni totohuaccarinicca mota dicca iquenedsape hua idsippemanade na,ssiuarrapomeza naqui nema cazanaponi parri nezape darroni imeni totouaccarinicca mota dicca iquenezape ua izippemanade,,
05550,2,22,naraha tiadenipe diodsa iboqquiri tiquenajaro tibodideni cacajiqquimerani huajine nacasseraqquiri tiquenedsape ticcadeni huimasiri manaconi najidsohue onihi onihi nehe tinahuanemanajaro,naraha tiadenipe deoza iboqquiri tiquenarraro tibodideni cacarriqquimeraniuarrine nacasseraqquiri tiquenezape ticcadeni uimasiri manaconi narrizoue onihi onihi nehe tinauanemanarraro,,
05597,4,22,ajana pohuadenipa madija ohuahacca madie tonahuaidiremanajari pohuadenijine madija ocasserani ahahuemana najari n,arrana pouadenipa madirra ouahacca madie tonauaidire manarrari pouadenirrine madirra ocasserani aueuemana narrari,,
05960,3,22,nani ticcadeni odsa panani jomadsa bacco onedsape cristocca huima bicani tocassihuahuerahuihuajine huatidsehema sse onehe tiadenidsa bacco onanitohuin,nani ticcadeni oza panani rromaza bacco onezape cristocca uima bicani tocassiuauerauiuarrine uatizehema sse onehe tiadeniza bacco onanitoui,,
06139,6,22,dsotodena ajaniji tidi memanapomana onajaro nema tiquenejeredsape tocorime tamine tiadenidsa ssonacossadsapa huima siri tinanemanerana onajaron,zotodena arranirri tidimemanapomana onarraro nema tiquenerrerezape tocorime tamine tiadeniza ssonacossazapa uimasiri tinanemanerana onarraro,,
06401,2,22,cristo huatiadsa ppa isemanaraha huada  nadsapa nahuatonijaride najaro naqui dio atti dodso iquenapojarodsa nema napojaro,cristo uatiaza ppa izemanaraha uada nazapa nauatonirraride narraro naqui deo atti dozo iquenaporraroza nema naporraro,,
06561,1,22,nema nedsape huima onihi onihi iadsa ssonariraha iedima-jerani huima onihijine ibodi huatoto caneraha cristodsa pepeji inana ina-jerani n,nema nezape uima onihi onihi iaza ssonariraha iedima rrerani uima onihirrine ibodi uatoto caneraha —cristoza peperri inana inerrerani,,
06598,3,22,pajissa jidapanana pocca tohuati huanehe ahuato inananihuajinecca huadabacco tani jidapanana ia tonasihuahua baqquihuicca huadabacco tajaro,parrissa rridapanana pocca touati uanehe auato inananiuarrinecca uada bacco tani rridapanana ia tonassiuaua baqquiuicca uada bacco tarraro,,
08002,3,22,aja icca huima diosa huahuati toqquimade deni tojahuicca seso pina ia sanaha namidsa madidsapa huima siri toto nanade nattome inajari,arra icca uima deoza uauati toqquimade deni torrauicca zeso pina iassa naha namiza madizapa uimasiri totonanade nattome inarrari,,
08361,3,22,nema tiquenedsape tiqcadeni huima bica tejerani tiedenipe tibodideni bica tejerajarojine titessedeni ticattejidsabaqquimanajari n,nema tiquenezape ticcadeni uima bica terrerani tiadenipe tibodideni bica terrerarrarorrine titessedeni ticatterriza baqquimanarrari,,
08472,3,22,aji timanaconedenipe jeso cristo emene bicabotena da inajaro pina ehuehue bedi bicabote huimasiri manaconi tojahuihuajine diodsa dada iquenanajarissa najari,arri timanaconedenipe zeso cristo emene bicabotena da inarraro pina eueue bedi bicabote uimasiri manaconi torrauiuarrine deoza da da iquenanarrarissa narrari,,
08517,3,22,bicaqquiri tiquenanihuajinepe tibodidenina paji tettideni bica tedsa joneqquiri tiquenana najaro biquehepe tohuahidira rera tani najarona diodsa denima bica tajaron,bicaqquiri tiquenaniuarrinepe tibodidenina parri tettideni bica teza rroneqquiri tiquenana narraro biquehepe touaidirarera tani narrarona deoza denima bica tarraro,,
08601,2,22,ia jesodsa ssono bicanihuaji jahuijemorajarora memehuaji de huatti mohuini mittaronani imittajarode,ia zesoza ssono bicaniuarri rrauirremorarrarora memeuarri deo atti mouini mittaronani imittarrarode,,
08705,2,22,naraha tiadenipe nahuatoqquiri tiquenani aja jeso cristopa icca huimasiri ina-jicanihuajine namihuaji ccaro najari pohuapa huimasiri cappiraja najari,naraha tiadenipe nauatoqquiri tiquenani arra zeso cristopa icca uimasiri inarricaniuarrine namiuarri ccaronarrari pouapa uimasiri cappirarra narrari,,
08835,4,22,najaridenijine ticahuadirere cananitohui pohuadeni tohuini quenahuicca huaidirehe tohuinira bodideni huahuato najari pohuadenipa dio corime capperemanaja najari,narraridenirrine ticauadirere cananitoui pouadeni touini quenauicca uaidirehe touinira bodideni uauato narrari pouadenipa deo corime cappiremanarra narrari,,
08940,5,22,najarideni ojaria tahideccapa pina dsomaji ohuahapa pina bohui ohuahapa pina madijapano ohuahapa pina ssibiri mehibote meme toccajarissa najarin,narrarideni orraria taideccapa pina zomarri ouahapa pina boui ouahapa pina madirra pano ouahapa pina ssibiri imehibote meme toccarrarissa narrari,,
09221,5,22,nadsapa dsama badsimacca dadadedeni naco pohuadeni dsepetaji mittade nohueradsapa ponitohui oji oji qquenahuitohui,nazapa zama bazimacca dadadedeni naco pouadeni zepetarri mittade nouerazapa ponitoui orri orri quenauitoui,,
09285,5,22,nedsape qqui onapomaneje meme dsati nami dsati qqui onajaro aji tahidecca meme nami najarope amosi najaro passo imeni naqui amosi najaron,nezape qqui onapomanerre meme zati nami zati qqui onarraro arri taidecca meme nami narrarope amossi narraro passo imeni naqui amossi narraro,,
00670,3,21,naraha iadsa jesopa nejecoma naha pao ticajimanani nade nedsapa ettia pao s inaha icaji aba bedi pamaha icaji nani inade n,naraha iaza zesopa —nerrecoma naha pao ticarrimanani nade nezape ettia —pao naha icarri aba bedi pamaha icarri nani inade,,
00885,3,21,neraha pocca dsodsosse tabaqqui iapie icattomama canedsa ettipe a nejeco tohui ama dsati piquera qquedse najari inade n,neraha pocca zozosse tabaqqui iape icattomama caneza ettipe —a nerrecotoui amazati piquera qqueze narrari inade,,
01141,3,21,cappiremanajaridenina tiadenidsa madimana-dsanapohuitohui neraha ohuape tiadenidsa omadi dsanapo-jeranitohui n,cappiremanarraridenina tiadeniza madimana zanapouitoui neraha ouape tiadeniza omadizanapo rreranitoui,,
01154,5,21,nadsapa jeso attia madija ojariapa icca paratodsa pohua naco pocca paodsa depouapa depohapa nahui najarina ohua ccaccorahuitohui,nazapa zeso attia —madirra orrariapa icca paratoza poua naco pocca paoza depo apa depo apa naui narrarina oua ccaccorauitoui,,
01543,2,21,tati paratosa eti sasa sojo icadsimanisapa soatosa da ica najari ponina imenisa da icaniqqui majari,tati paratoza ettizaza zorro icazimanizapa zouatoza da icanarrari ponina imeniza da icaniqquimarrari,,
01595,3,21,ajina huaidire e basimapi madija poha bodidsa ahuatomesa poha todso senisapa huimasiri inanajaro,arrina uaidirehe bazimape madirra poua bodiza auatomeza poua tozossenizapa uimasiri inanarraro,,
01898,6,21,nema nedsapee tetideni huatonissa taji occarona pomani huajinecca huada samoqquiri tiqueneraha otohui tinajoremanehe timadimanaji n,—nema nezape tetideni uatonissa tarri occaronapomaniuarrinecca uada ssamoqquiri tiqueneraha otoui tinarroremanehe timadimanarri,,
02161,1,21,nasapa simea seso qquitasapa idisa sojo ijisasa diosa huatise jari poha attipa,nazapa simiao zeso qqui tazapa idiza zorro irrizaza deoza uatizerrari poua attipa,,
02463,3,21,naraha jeso attipa simao tiadsa huati onana najari naraha pohua cacomerajari jari mamaride huati tinaji najari na,naraha zeso attipa —simao tiaza uati onana narrari naraha poua cacomerarrari —rrari mamaride uati tinarri narrari,,
02565,4,21,nadsapa nama ina naridsabaqquidsapa madija badsima jasse tadidsajari n,nazapa nama inanarizabaqquizapa madirra bazima rrassi tarizarrari,,
02868,4,21,nahui sesu tesejemapa madija isone saja tahui comatajari quesi majari,naui zeso tezerremapa madirra izone ssarra taui coma tarrari qquezimarrari,,
03141,3,21,nasapa sesoa oanaque oasosede unipa tea denisa oua cumera jarahui najari,nazapa zesoa —oua naqui oua zossede onipa tiadeniza ouacomera rraraui narrari,,
03293,3,21,naraha pedropa pohua namedsajari dsohuato ohuape pohuadsa onocco jidsa tani najarin,naraha pedoropa poua namaizarrari —zouato ouape pouaza onocco rriza tani narrari,,
03318,4,21,nadsapa herodes sesocca huima mittahuihuajine pohuadsa huati huati sanaporaha sesopa pohua cacoma najari,nazapa erodi zesocca uima mittauiuarrine pouaza uati uati zanaporaha zesopa poua cacoma narrari,,
03481,3,21,nadsapa jeso atti ami nejecotohui ohuadsa huati tinajaro occa huima ahuato onananihuajine bacco tejeraccani nade jeso,nazapa zeso atti —ami nerrecotoui ouaza uati tinarraro occa uima auato onananiuarrine bacco terreraccani nade zeso,,
03546,4,21,jodeadsa jahuijanijaro jahuipe dsama robeni samariahuaji tossoniqquimani carirea bacco tanijaro,zodeaza rrauirranirraro rrauipe zama arobeni samariauarri tossoniqquimani carirea bacco tanirraro,,
03650,3,21,jesopa madija inajipabaqquihuihuajine nahuato taporaha ecomedsa piripipa atti nejecoma nahui nadsa huati tajari,zesopa madirra inarripabaqquiuiuarrine nauato taporaha ecomeza —piripipa atti nerrecoma naui naza uati tarrari,,
03744,4,21,naraha ohuapa qqui onaja najari nani pohuahuaji occa jonajaro pohuana ohua cadsossejaride nade jeso,—naraha ouapa qqui onarra narrari nani pouauarri occarronarraro pouana oua cazosserraride nade zeso,,
03805,5,21,nadsama dio bedina tiadeni tappa tabaqquidsapa pajissa dsodsosse tiquejene jerehe timadimananihuajine onajaron,nazama deo bedina tiadeni tappa tabaqquizapa parrissa zozosse tiquerrene rrerehe timadimananiuarrine onarraro,,
03806,2,21,jehe tiadenipi abarahao potemahui tiquejenani nahuato onani naraha ohuattidsa pajissa tiquene-jeredsape ohua tinanadsoqquemanabote nani n,rrehe tiadenipe abarahao potemaui tiquerrenani nauato onani naraha ouattiza parrissa tiquenerrerezape oua tinanazoqquemanabote nani,,
03988,2,21,madijapa rasaro ppatodsaraha jeso huahua nadsa nahuatonijari qqui toquenajaridenipa pohua tahuimari huati nimanimana pomajaride,madirrapa razaro ppa tozaraha zeso uaua naza nauatonirrari qqui toquenarraridenipa poua tauimari uati nimanimana pomarraride,,
04214,3,21,manaco piratodsa huati toquenade pohuajine huaidira tejeredsape tiadsa ecca jona-jararaha quenade n,manaco piratoza uati toquenade —pouarrine uaidira terrerezape tiaza eccarrona rrararaha quenade,,
04463,2,21,naraha iape dio attidsara damamera inanitohui dio atti ecomanihuajinepe nacasserara inani aji ia qqui inajaro ia imittajaro maride inebo jeranitohui quenajari pedorodeni n,naraha iape deo attizara damamera inanitoui deo atti ecomaniuarrinepe nacasserara inani arri ia qqui inarraro ia imittarraro maride inebo rreranitoui quenarrari pedorodeni,,
04511,4,21,nadsapa huima cacattemadedeni queriqquimanahuihuaji eccanibaqquimanadsapa dada toqquimadedenicca tamine deni tojajari pohuadenidsa huati huati tajari,nazapa uima cacattemadedeni queriqquimanauiuarri eccanibaqqui manazapa dada toqquimadedenicca tamine deni torrarrari pouadeniza uati uati tarrari,,
