line_number,mra,difference,transcribed_text,source_text
01868,0,17,de nagao abe 'o dumea ma tonakino yoboaino de hiadono 'ona yogogere 'o tirusu de 'o sidono ma kota ma datekoka ona ngo mata-mata yokokiboaino ona gea mata-mata yokokiboaino 'o yesusino anga moi yoihenoka 'o yesusu 'aiade-ade ma ngoe abe 'o heheranga wodiaioka,de nagaoo abe o idumea ma tonakino yoboaino de hiadono ona yogogere o tirusu de o sidono ma kota ma datekoka onangoo mata mata yokokiboaino ona gea mata mata yokokiboaino o yesusino angamoi yoihenoka o yesusu ai ade ade ma ngoe abe o heheranga wodiaioka
02014,0,5,ho o nyawa yomaketeliliara ma titi o yesusu abe tanu una gea o naguna abe o nyawa utu yotemo ato una gea bote o yohanese wotoba o hiohiki una gea womomikoka ai honengino de wowangoli de gea matiti hiadono naga ai kuaha hiadono o heheranga wapoa wodiai,ho o nyawa yomaketeliliara ma titi o yesusu abe tanu una gea onaguna abe o nyawa utu yotemo ato una gea bote o yohanese wotobaohi ohiki una gea womomikoka ai honengino de wowangoli de gea ma titi hiadono naga ai kuaha hiadono o heheranga wapoa wodiai
02179,1,9,de 'o yesusu womalegaika de wamake naga manga ngoe yomulaenge yomapopaataino ma ngofakino ho ma tokatika wataeroka 'o yesusu wato ngona 'o tokata ma dorou abe o nyawa nahidiai la yodadioka yomou de yatopongono ngona na tonihuloko la na naga nohupuoka 'unangino de ibotohi nowohamika ai badanga ma goronaika ka hiadoadonika,de o yesusu womalegaika de wamake naga manga ngoe yomulaenge yomapopaatino ma ngofakino ho ma tokatika wataeroka o yesusu wato ngona o tokata ma dorou abe o nyawa nahidiai la yodadioka yomou de yatopongono ngona naa tonihuloko la naa naga nohupuoka unangino de ibootohi nowohamika ai badanga ma goronaika ka hiado adonika
02000,0,4,de duru voheranga abe touna aikapongoka gea de manga ngoe ko iva manga ngongaku,de duru woheranga abe to una ai kapongoka gea de manga ngoe ko iwa manga ngongaku
02186,0,5,de manga dodagioka de una wadotoko wato ma sara na tinihingahu abe ngohi o nyawa ma ngofaka ahao ihihidoaka o nyawaika la ahao ona gea ihihohonenge ihi hohonengoka ma sara de ma futu hange ipahaika de ahao tomomikokali ahihonengino,de manga dodagioka de una wadotoko wato masara naa tinihingahu abe ngohi o nyawa ma ngofaka ahao ihihidoaka o nyawaika la ahao ona gea ihihohonenge ihihohonengoka masara de ma futu hange ipahaika de ahao tomomikokali ahi honengino
02192,0,12,ge awotemo iboto de ahao naga 'o ngofaka ma eteteke womatengo witauru la womaokoino manga hidogoronaka de ahao 'o yesusu wikoino de 'ai giama de wa dotoko 'onangika ma titi 'ufa ya iriki yokokurutie dika,gea wotemo ibooto de ahao naga o ngofaka ma eteteke womatengo witauru la womaokoino manga hidogoronaka de ahao o yesusu wikooino de ai giama de wadotoko onangika ma titi ufa yairiki yokokurutiye dika
02602,0,5,de o ngongofeka gea ma lungunino yohupu de yolio de duru yomapopaata anga moi duru yokokihawanoka hiadono yolilifanga de ona a abe manga dodagi ma goronaka de yomakamake ona gea koyahingahua ma titi manga hawana ma amoko gea,de o ngo ngofeka gea ma lungunino yohupu de yolio de duru yomapopaata angamoi duru yokokihawanoka hiadono yolilifanga de ona abe manga dodagi ma goronaka de yomakamake ona gea ko yahingahua ma titi manga hawana ma amoko gea
01883,0,19,de ma oraha gea 'o ngii moiokali naga 'o nyawa utu 'iwihiade-ade ma titi 'o yesusu 'abe 'ona 'ato 'una gea 'iwitogohanga hoka de 'o yesusu ngoi meme de 'ai gogianongoru yoihene manga hiade-ade gea de yosobo yoboaino la 'ato 'iwilee 'o yesusu,de ma oraha gea o ngi moiokali naga o nyawa utu iwihiade ade ma titi o yesusu abe ona ato una gea iwitogohanga ho ka de o yesusu ngoi meme de ai gogianongoru yoihene manga hiade ade gea de yosobo yoboaino la ato iwile o yesusu
01897,2,15,hona 'o tau ma goronaka naga manga ngoe yogogere 'ewihigilolitino de 'ona 'ato abeika naga ngoni-meme de 'ani do-dodoto yoboaka doka ma poretoka de 'ona 'inihibehehongo,ho naa o tau ma goronaka naga manga ngoe yogogere iwihigilolitino de ona ato abeika naga ngoni meme de ani doo dodoto yoboaka doka ma poretoka de ona inibehehongo
02616,1,9,de nagali abe ngaro o dodiha yagoraka eko o akere yarasonguku de yaokere ma koyadodoaua de o nangoka naga manga dodungu moioli abe nako naga o nyawa yopopanyakeuku de ihingaku-ngaku yafokumu o nangika de ona gea ahao yakunu yahitogumu manga popanyakeino hoko gea o yesusu ai behehongo iwininikika,de nagali abe ngaro o dodiha yagoraka eko o akere yarasonguku de yaokere ma ko yadodoaua de onangoka naga manga dodunguu moioli abe nako naga o nyawa yopopanyakeuku de ihingaku ngaku yafokumu onangika de ona gea ahao yakunu yahitogumu manga popanyakeino hokogea o yesusu ai behehongo iwinii niikika
02333,4,18,degea matamata vabotoka de o nyawa ya muruono naga aha o va hevala vato o na yogoana touna aere digea,de gea mata mata wabootoka de o nyawa yamuruono naga ahao wahewa la wato ona yoogoana to una ai redi gea
01978,2,13,ma sara geaka de 'ai baju ma so de 'o yesusu wamaoka de wohiorikoka abe naga 'ai kuaha itagioka 'ai badangoka de 'aika 'o nyawaika de womadogilioro 'o nyawa manga hidogoronaka de woleha wato 'o nagona 'ahi baju yaso,masara gea ka de ai baju maso de o yesusu wamaoka de wohiorikoka abe naga ai kuaha itagioka ai badangoka de aika o nyawaika de womadogilioro o nyawa manga hidogoronaka de woleha wato onagona ahi baju yaso
01754,3,14,o maruku maruku pasala moyi,o maruku o maruku
01950,6,19,maruku pasala motoa,5
01797,2,5,o 'o kapenaumu ma nyawa gea yoma kokitomuinoka 'o tau ma himangoka gea,ho o kapenaumu ma nyawa gea yomakokitoomuinoka o tau ma himangoka gea
01987,1,14,de 'o tau ma goronaika wowohama 'o yesusu de watemo 'onangika wato ma titi 'okia hiadononaa ma gigoro de 'adodoaho ngini kaniariari muna gea komohonenguwa ma sara ka imikiokoka dika,de o tau ma goronaika wowohama o yesusu de watemo onangika wato ma titi o kia hiadono naa ma gigoro de adodoa ho ngini ka niari ari muna gea ko mohonengua masara ka imikiookoka dika
01787,0,9,abe una wopoaka waamo amokie wato ado ngona o yesusu abe o nasaretoka de naino noboa ngona ka okia nodiai ngomino bote ngona noboaino la nato nomihibinaha ngomi na ngohi tonihioriki abe ngona na o debi-debini manyawa abe ma jou wonihidingoto nanguku,abe una wopoaka waamo amokiye wato adoo ngona o yesusu abe o nasaretoka de naino noboa ngona ka o kia nodiai ngomino bote ngona noboaino la nato nomihibinaaha ngomi naa ngohi tonihioriki abe ngona naa o debi debini ma nyawa abe ma jou wonihidingoto naanguku
01983,0,13,o yesus ka yomakoketemohi de ma ngofeka gea de naga womatengo o yairus aitaui nowoboa de witemo yairusika wato ma raingo niora mohonengoka ho ibotoka nanga guru gea niruwae,o yesusu ka yomakoketemohi de ma ngofeka gea de naga womatengo o yairusu ai tauino woboa de witemo o yairusika ato marai ngoni ora mohonengoka ho ibootoka nanga guru gea niruwae
01793,2,6,hoka de o yesusu de yamuru ono naga abe iwiniiki kia yohupuoka o dodotoko ma tauoka de yoiki o simono de o andareasa manga tauika de yowohama genangika de o yakobusu de o yohanese ona ngo naga yomakiniiki,ho ka de o yesusu de yamuruono naga abe iwiniiki gea yohupuoka o dodotoko ma tauoka de yoiki o simono de o andareasa manga tauika de yowohama genangika de o yakobusu de o yohanese onangoo naga yomakiniiki
01778,2,18,de 'o wange moiuku de 'o yesusu naga wotowongi 'o galilea ma akere ma ngooto ma ngigoroino de wotagi-tagi de wamake 'o simono de 'ai dodoto andariasa de 'ona yahinoto naga manga ngotiroka manga homa yodutumo o akeruku 'anga moi 'ona gea yotoba-homahoma,de o wange moiuku de o yesusu naga wotowongi o galilea ma akere ma ngooto ma ngigorino de wotagi tagi de wamake o simono de ai dodoto o andareasa de ona yahinooto naga manga ngotiroka manga homa yodotumo o akeruku angamoi ona gea yotobahoma homa
01968,0,16,masara o yesus wihibehehongo 'unangika wato ngona nomagogo-gere dika ani tonakokana ngohi ahi maau la nolio dika ani tauika de nahingahu-ngahu ani gogianuoruika abe hokokia nanga baluhu idodutu wonidora ngonaika de abe hokokia woniduhunoka gee nohingahu-ngahu 'onangika,masara o yesusu wihibehehongo unangika wato ngona nomagoo gogere dika ani tonakoka naa ngohi ahi mau la nolio dika ani tauika de nahingahu ngahu ani gogianongoruika abe hokokia nanga baluhu idodutu wonidora ngonaika de abe hokokia woniduhunoka gea nahingahu ngahu onangika
02337,3,6,ma sara ma huhuloko gea womahiadono ma redika de ahao 'ona ma gogoana iwitaokino de iwipohapoha unangika iwipohapoha ibooto de ahao iwihuloko wolio ma redi ma dutuika ma sara ka womagiawawedika,masara ma huhuloko gea womahiadono ma redika de ahao ona ma gogoana iwitaokino de iwipoha poha unangika iwipoha poha ibooto de ahao iwihuloko wolio ma redi ma dutuika masara ka womagiawawe dika
02101,0,6,ka de wotemo ibooto de una gea woihenoka de a yakiro ma dodumungu koiwaka ho genangoka de aino imulaengoka wotemo-temo itararonoka,ka de wotemo ibooto de una gea woihenoka de ai akiroo ma dudumungu ko iwaka ho genangoka de aino imulaengoka wotemo temo itararonoka
01954,2,26,ma sara kawatoa-toaka ma rante ngaro 'ai louoka eko 'ai giamoka ma kawatoa-toakuku homoiuwa de 'iwingakunu 'iwitumungu de 'o wange wange de 'o futu-futuie womapoa-poaka 'o loku-lokuoka de 'o lungu-lungunoka 'abe naga ma rukoka gea de 'ai badanga woma hikokuraihi de 'o hakaru,masara ka watoa toaka ma rante ngaro ai louoka eko ai giamoka ma ka watoa toakuku ko moiua de iwingakunu iwitumungu de o wange wange de o futu futuiye womapoa poaka o loku lokuoka de o lungu lungunoka abe naga ma arukoka gea de ai badanga womahikokuraihi de o hakaru
02196,1,21,de 'ahao 'o yohanese witemo yesusika wato 'ahi guru ma moiuku de wiwimake naga 'o nyawa womatengo abe una gea 'o toka-tokata ma dorou wohitito-titoko 'o nyawaino ma sara ngomi miheranga anga moi wohitito-titoko gea una wafetongo to ngona 'ani romanga masara una kowonaninikua ngone na hogea ngomi wiwihuloko la ibotohi hokogea wodiai,de ahao o yohanese witemo o yesusika wato ahi guru ma moiuku de wiwimake naga o nyawa womatengo abe una gea o toka tokata ma dorou wohitito titoko o nyawaino masara ngomi miheranga angamoi wohitito titoko gea una wafetongo to ngona ani romanga masara una ko wonanii niikua ngone naa ho gea ngomi wiwihuloko la ibootohi hokogea wodiai
02182,0,11,de ipahagea de o yesusu de wininiki yoiki yowohama o tau moika de' genangoka koiwa o nyawa de ahao ona iwileha ato ka ngano gea adodoa ho ngomi komiaakunua mihititoko unangino ma tokata gea,de ipaha gea de o yesusu de iwinii niiki yoiki yowohama o tau moiika de genangoka ko iwa o nyawa de ahao ona iwileha ato kangano gea adodoa ho ngomi ko miakunua mihititoko unangino ma tokata gea
02612,1,11,de 'adodoa ho kangano manga demo konia ngakuwa abe matiti ngohi tomomikoka abe ona ihimake de inihingahu ma gea ngini koniadafongua ma raioka ngini niapea ka itogobinohi ee,de adodoa ho kangano manga demo ko niangakua abe ma titi ngohi tomomikoka abe ona ihimake de inihingahu ma gea ngini ko niodafongua maraioka ngini nia pea ka itogowinohi e
01893,2,20,ma sara 'ona gona dika 'ewi ngelo ma jou 'o womahika de gee 'aho ma jou kowaofiuwa to 'ona manga howono gea 'abe manga howono ko 'ihihanguwa kahi 'adoadonika,masara onagona dika iwingelo ma jou o womahika de gea ahao ma jou ko waofiua to ona manga howono gea abe manga howono ko ihihangua ka hiado adonika
01887,0,5,hokona moi tohiketero abe nako o koano womatengo de to una ai kokawaha yomahikokoona yomaketeparangi gee ahao yomahikokabarihika dika,hokonaa moi tohiketero abe nako o koano womatengo de to una ai kokawaaha yomahikokoona yomaketeparangi gea ahao yomahikabarihika dika
02606,3,5,de gea mahingahu onangika mato o yesusu una wowangoli ahao ka ngano ngohi timake ma sara ami demo-gea o yesusu ai dodiawo koyongakuwa,de gea mahingahu onangika mato o yesusu una wowangoli ahao kangano ngohi timake masara ami demo gea o yesusu ai dodiawo ko yongakua
02038,0,17,de ipahaino abe o bobi maoaka de iwininiki yoboa o yesusino de iwitemo ato na adonoka o bobi maoaka de ma ngi nenangoka ma homoadika abe koiwa o tau ho o nyawa gea nahuloko la yoiki o kapo-kapongika abe naga imahitigi-tigino la kaidadi yomaija manga inomo,de ipahaino abe o bobimaowaka de iwinii niiki yoboa o yesusino de iwitemo yato naa adonoka o bobimaowaka de ma ngi nenangoka ka ma homoa dika abe ko iwa o tau ho o nyawa gea nahuloko la yoiki o kapo kapongika abe naga imahitigi tigino la ka idadi yomaija manga inomo
02155,0,13,de o wange butanga ipahaiika de ahao 'o yesusu waao o petrusu de o yakobus de o yohanese la ona yaruata gea yomakiniki de o yesusu wahihira-hira la yodoa 'o loku kohagurutie de kaona dika naga dakenangoka ho yomahiadonoka genangiye de ahao 'o yesusu ai rupa idadi 'o fara moioli manga himangoka,de o wange butaanga ipahaika de ahao o yesusu wao o peturusu de o yakobusu de o yohanese la ona yaruata gea yomakiniiki de o yesusu wahihira hira la yodoa o loku kohagurutiye de ka ona dika naga dakenangoka ho yomahiadonoka genangiye de ahao o yesusu ai rupa idadi o fara moioli manga himangoka
01878,0,16,de naga 'o yakobusu de 'ai dodoto 'o yohanese yahino to gea to zebedeusu 'ai ngofa-ngofaka 'ona ngoli wahero ma ngoli 'o boanegese abe 'o romanga gea ma titi 'o kuruuhu ma ngofaka,de naga o yakobusu de ai dodoto o yohanese yahinooto gea to sebedeusu ai ngofa ngofaka onangoli wahiromangoli o boanegese abe ma romanga gea ma titi o kuruuhu ma ngofaka
02004,0,10,de wahibehehongonangika wato na tinihidingoto la niloiki 'o nyawaika de nia dodagi na ufa nia kiahonanga nimagao bo wahu nia tutukunu dika ma nako 'o bilaono de nia betabeta de nia tiwi gea nga roufa dika de niao,de wahibehehongo onangika wato naa tinihidingoto la niloiki o nyawaika de nia dodagi naa ufa nia kiahonanga nimagao bowahu nia tutukunu dika ma nako o bilaono de nia beta beta de nia tiwi gea ngaro ufa dika de niao
02169,0,2,de o yesusu de yaruange gea ona yomahitigi onangika de yowoe-woe gea iwimake o yesusu de ka de iwimake de duru yokokiheranga ho yomapopaata iwi buhuku de yotemo ato mia baluhu,de o yesusu de yaruange gea ona yomahitigi onangika de yowoe woe gea iwimake o yesusu de ka de iwimake de duru yokokiheranga ho yomapopaata iwibuhuku de yotemo ato mia baluhu
02010,0,10,de manga do-dagi ma goronaka gea ma ngoe 'ihititoko tokata ma dorou 'o nyawaino de 'o nyawa manga ngoe 'abe yopopanyakeuku 'ona gea yahituagi de 'o zaitunu ma minya de yahitogumu manga popanyakeino,de manga dodagi ma goronaka gea ma ngoe ihititoko o tokata ma dorou o nyawaino de o nyawa manga ngoe abe yopopanyakeuku ona gea yahituagi de o saitunu ma minya de yahitogumu manga popanyakeino
01931,0,6,de ahao ma moioli wohiketero o yesusu ma sara naena de ahao wohiketero abe ma titi ma jou wonahikoano ho wotemo onangika wato abe ma jou wahikoano o nyawa kaidadi tohiketero hokona naga womatengo ai bibiti wohibarihuku o tonakuku,de ahao ma moioli wohiketero o yesusu masara nena de ahao wohiketero abe ma titi ma jou wonahikoano ho wotemo onangika wato abe ma jou wahikoano o nyawa ka idadi tohiketero hokonaa naga womatengo ai bibiti wohikabarihuku o tonakuku
01925,0,4,de aha o yesusu wahitararonohi onangika wato mode o nyawa yaleino o posi de ihidatamunuku de o kiarono eko dau o koi matimiuku yakelengauku koua ma sara gea kiani yakelenga daku toena ma ngioka la duru itararono arihonongaika,de ahao o yesusu wahitararonohi onangika wato mode o nyawa yaleino o posi de ihidatamunuku de o kiarono eko dau o koi ma timiuku yakelengauku koua masara gea kiani yakelenga daku to ena ma ngioka la duru itararono arihonongaika
02408,0,8,de o yesus wapaluhu de wahitararono nangika ma titi ma dodungu okia a'abiahao idadi ma oraha o dunia ma bobaha itigioka,de o yesusu wapaluhu de wahitararono onangika ma titi ma dodunguu o kia abe ahao idadi ma oraha o dunia ma bobaha itigioka
02420,2,9,de hokogenangoli idadi abe hoka o ngofaka womatengo wohingaku ma sara ahao ai baba wihidoaka o nyawaika de nagali o ngofa-ngofaka utuoli abe ko ihingakua de ahao yalawa-lawana manga meme de manga babaika abe ihingaku-ngakuoka de kahiadono nyawa yatoma manga dimo nogea,de hokogenangoli idadi abe hoka o ngofaka womatengo wohingaku masara ahao ai baba wihidoaka o nyawaika de nagali o ngofa ngofaka utuoli abe ko ihingakua de ahao yalawa lawana manga meme de manga babaika abe ihingaku ngakuoka de ka hiadono o nyawa yatoma manga dimono gea
01919,2,14,ma sara 'anga moi manga hiningaka koimahingutukuwa ho nako 'o huha yamake 'eeko naga yahikangela de ma titi ma jou 'ai demo-demo 'ona yaniiki gea 'itaitino de hiadono ko yaniikokauwa 'enangika,masara angamoi manga hiningaka ko imahingutukua ho nako o huha yamake eko naga yahikangela de ma titi ma jou ai demo demo ona yaniiki gea itaitino de hiadono ko yaniikokaua enangika
01803,0,14,de o yesus wopaluhu onangika wato yaa gea tohioriki ma naa hogila-gila dika hoiki 'o kapo-kapongo 'utuikali abe koikurutikauwa la ona ngo tadotoko anga moi gea ma titi hohiadono nenangino tohupu,de o yesusu wapaluhu onangika wato iya gea tohioriki ma naa hogila gila dika hoiki o kapo kapongo utuikali abe ko ikurutikaua la onangoo tadotoko angamoi gea ma titi ho hiadono nenangino tohupu
01835,0,7,ho manga demo-gea woihene de o yesusu una mahirete wapaluhu onangika wato nako o nyawa yomalega de yafikiri ato ko yopopanyakeuwa ona gea ko yomahibaua ona yohou-hourika ma sara o nyawa abe yomahioriki naga de manga panyakeoka ona gea yosanangi yoperelu o duduhunu yohou-hourino,ho manga demo gea woihene de o yesusu una ma hirete wapaluhu onangika wato nako o nyawa yomalega de yafikiri ato ko yopopanyakeua ona gea ko yomahibauua ona yohou hourika masara o nyawa abe yomahioriki naga de manga panyakeoka ona gea yosanangi yoperelu o duduhunu yohou hourino
02118,0,13,de manga demogea woihene de ahininga hihuha de' wowomaha waamo amokie de ahaowopaluhu wato adodoa hohiadono ngini na o heheranga nigaho-gahoko ngohi tagou-goungu tinihingahu abe ngohi na duru toluku o heheranga todiai nia himangoka abe hoka ngini na nioigo todiai,de manga demo gea woihene de ai hininga ihuha de wowomaha waamo amokiye de ahao wopaluhu wato adodoa ho hiadono ngini naa o heheranga nigaho gahoko ngohi tagou goungu tinihingahu abe ngohi naa duru toluku o heheranga todiai nia himangoka abe hoka ngini naa nioigo todiai
01821,1,13,de naga 'o tau ma goronaka gea yogogeruku yamuruono naga 'abe yotoba-doto-dotoko 'o musa 'ai paretaino de doka manga hiningaka 'o yesusu 'iwihidemoato ei 'una na 'ai demo duru 'itorou,de naga o tau ma goronaka gea yogogeruku yamuruono naga abe yotobadoto dotoko o musa ai paretaino de doka manga hiningaka o yesusu iwihidemo ato ei una naa ai demo duru itorou
02075,1,7,ho'ahi duduhunu koiwaka nginika tihidoakoka ma jouika hokogea ti ngini nia do-dotoko abeniato 'o totiai niadotoko nyawaika,ho ahi duduhunu ko iwaka nginika tihidoakoka ma jouika hokogea ti ngini nia dodotoko abe niato o totiai niadotoko o nyawaika
02130,1,7,de una womalegaika ma hoanika de ihohauramo de wato koua kaidadi toma hioriki abeo nyawa tamake ma sara 'ona tamake hoka 'o gota dika itagi-tagi,de una womalegaika ma hoanika de ihohauramo de wato koua ka idadi tomahioriki abe o nyawa tamake masara ona tamake hoka o gota dika itagi tagi
02276,0,8,de o yesusu de iwininiki manga do-dagi yogila-gila de aho yomahiadonoka o yeriko ma kapongika de ipaha abe ma oraha yohupu o yerikoino de naga o nyawa komanga ngoe yaniki,de o yesusu de iwinii niiki manga dodagi yogila gila de ahao yomahiadonoka o yeriko ma kapongika de ipaha abe ma oraha yohupu o yerikoino de naga o nyawa ko manga ngoe yaniiki
02124,0,29,de na tinileha gee 'o inomo ma hou abe nia gorakino gee 'o tupa muruono ao mangie de 'ona 'iwi paluhu ato 'o tupa ngi moi de hinoto mia gorakino de 'ahouna wato de mode gena ngo konihingakuwa abe ma oraha ngohi ma roti tumi digea tahikodoku 'o nyawaika abe yasana iata,de naa tinileha gea o inomo ma hou abe niagorakino gea o tupa muruono aomangiye de ona iwipaluhu ato o tupa ngimoi de hinooto miagorakino de ahao una wato de mode genangoo ko niohiningakaua abe ma oraha ngohi ma roti tumidi gea tahikodoku o nyawaika abe yasana iata
02262,1,10,de 'aha o yakobusu de ai dodoto 'o yohanese abe to zebedeusu 'ai ngofa-ngofaka 'ona yahinoto yoiki 'o yesusika de yotemo ato mia guru naga moi miato mimagahoko ngonaika ho 'o kia dika ma nomihidoaka dika,de ahao o yakobusu de ai dodoto o yohanese abe to sebedeusu ai ngofa ngofaka ona yahinooto yoiki o yesusika de yotemo ato mia guru naga moi miato mimagahoko ngonaika ho o kia dika ma nomihidoaka dika
02263,2,2,deuna wato ho o kiya nimagahoko ngohino,de una wato ho o kia nimagahoko ngohino
02125,0,15,genango tinileha sarakia naga 'o tupa ma ago-agomo muruono nia gorakino abe madola manga inomo ma hou de 'iwipaluhu ato marai 'o tupa tumidi de 'ahaowa taere wato ho marai nia pea itogowinoka ka ngano abe ma ragi tafetongo gea duru koma ngaleua ma titi ngohi to pusingi de 'o roti,genangoo tinileha sarakia naga o tupa ma ago agomo muruono niagorakino abe ma dola manga inomo ma hou de iwipaluhu ato marai o tupa tumidi de ahao wataere wato ho marai nia pea itogowinoka kangano abe ma ragi tafetongo gea duru ko mangaleua ma titi ngohi topusingi de o roti
02277,0,20,de naga womatengo worafi-rafi womago-gogere 'o ngekomo ma datekoka 'una gea 'ai romanga 'o bartelemeusu abe 'o timeusu 'ai ngofaka 'una gea wotoba-gaho-gahoko 'o du-duhunu o nyawaino abe wotagi-tagi ma ngekomino gea,de naga womatengo worafi rafi womagoo gogere o ngekomo ma datekoka una gea ai romanga o batimeusu abe o timeusu ai ngofaka una gea wotobagaho gahoko o duduhunu o nyawaino abe yotagi tagi ma ngekomino gea
02131,0,5,de ahowasoikali ailakoika o yesus wasoika ibooto de una womalegaika dokengika de gea duru womahiorikoka de mata-mata womalegaika wamake duru itararonoka,de ahao wasoikali ai lakoika o yesusu wasoika ibooto de una womalegaika dokengika de gea duru womahiorikoka de mata mata womalegaika wamake duru itararonoka
01820,2,5,hoka de o yesus wamake manga ngongaku gea de witemo wolugu-luguika wato ahi ngofaka ani howono ma jouika na ngohi tako kiofioka,ho ka de o yesusu wamake manga ngongaku gea de witemo wolugu luguika wato ahi ngofaka ani howono ma jouika naa ngohi takokiofioka
02119,2,22,degea vate moi boto de vanoaikaka de vofarenoli mangotiroko de una de yangimoi de iahi noto io sovo iato io mahihorali doka ma kere mangooto mahono ngaikali,de gea watemo ibooto de wanoaikaka de wofarenoli ma ngotiroko de una de yangimoi de yahinooto yosobo yato yomahihorali doka ma akere ma ngooto ma honongaikali
02074,1,19,'igoungu naga 'o musa 'aipareta 'ato kiani tiniao 'irahai ma sara na tomahidoakoka ma jouika ho 'una dika tileleani ho ngaro naga 'o duduhunu tato tinihidoaka nginika ma sara 'o duduhunu ngohino gee koniamakeokauali anga moi na ma jouika dika tileleani,igoungu naga o musa ai pareta ato kiani tiniao irahai masara naa tomahidoakoka ma jouika ho una dika tileleani ho ngaro naga o duduhunu tato tinihidoaka nginika masara o duduhunu ngohino gea ko niamakeokauali angamoi naa ma jou dika tileleani
02060,1,24,'o yesusu kawotagi-tagiohi 'o galilea ma kapo-kapungika 'o nyawa wadotoko de 'ahao ma moiuku naga 'o farisi manga domuino ma nyawa de 'ona 'abe yotoba-doto-dotoko 'o musa 'aiparetaino ho 'o yerusaleme ma kotaka de yoboaino yomatomuino 'o yesusino,o yesusu ka wotagi tagiohi o galilea ma kapo kapongika o nyawa wadotoko de ahao ma moiuku naga o farisi manga doomuino ma nyawa de ona abe yotobadoto dotoko o musa ai paretaino o yerusaleeme ma kotaka de yoboaino yomatoomuino o yesusino
01834,0,19,de yaleha 'o yesusu 'iwininikika 'ato 'adodoah ho nia baluhu gea yomakutuono yolomo de 'ona 'abe 'o pajaka yogaho-gahoko de 'o nyawa 'utuoli 'abe 'ona ngo yodiaioka 'itorou ma jouika,de yaleha o yesusu iwinii niikika ato adodoa ho nia baluhu gea yomakutuono yolomo de ona abe o pajaka yogaho gahoko de o nyawa utuoli abe onangoo yodiaioka itorou ma jouika
01802,0,8,ka de wimake de yotemo yesusika ato miabaluhu ma rai naga 'o kapenaumu ma nyawa mata-mata 'inikokilingiri,ka de iwimake de yotemo o yesusika ato mia baluhu marai naga o kapenaumu ma nyawa mata mata inikokilingiri
02435,1,2,ne ahao o yesusu wahitararonohi yaruatika abe ma titi o kokangela gea ipahaikahi de ahao nagali okia idadi,de ahao o yesusu wahitararonohi yaruatika abe ma titi o kokangela gea ipahaikahi de ahao nagali o kia idadi
01918,1,19,de 'utu 'abe yoihene ma jou 'aidemo-demo 'ona 'imaketero hoka 'o bibiti gee a'ipuraraha 'o hakaruku ho gea 'imaketero hoka 'ona 'abe yoihene ma jou 'aidemo-demoino de yodafongo ka de manga garagoka,de utu abe yoihene ma jou ai demo demo ona yomaketero hoka o bibiti gea ipuraraha o hakaruku ho gea imaketero hoka ona abe yoihene ma jou ai demo demoino de yodafongo ka de manga garagoka
02421,0,14,de ngini 'aha o nyawa mata-mataika kainidoha-dohatika ngini ma titinidadioka to ngohi 'ahi nyawa ma sara 'o nagona dika yomatotongohono hiadono 'o dunia ma bobahaika 'ona gee aha o ma jou wahihohe manga kangelaino,de ngini ahao o nyawa mata mataika ka inidoha dohatika ngini ma titi nidadioka to ngohi ahi nyawa masara onagona dika yomatotongohono hiadono o dunia ma bobahaika ona gea ahao ma jou wahihohe manga kangelaino
02409,0,7,de ai bobaluhu onangika hatoli ikurutu de womulaenge wapaluhu onangika hokona wato igoungu aho ma baha koadonuahi de naga idadioka ma dodungu ho ngini kiani ka'ihikaika nimagoana la ufa o nyawa inibudi abe ona ato na itigioka o dunia ma bobaha,de ai bobaluhu onangika hatoli ikurutu de womulaenge wapaluhu onangika hokonaa wato igoungu ahao ma baha ko adonuahi de naga idadioka ma dodunguu ho ngini kiani ka ihikaika nimaagoana la ufa o nyawa inibudi abe ona ato naa itigioka o dunia ma bobaha
02005,1,7,kai dadi nimasandalie ma abe nia baju ufa nia dodururu nimagao ho abe naga nia kokiroehoka ka geadika ni magao,ka idadi nimasandaaliye ma abe nia baju ufa nia doduruuru nimagao ho abe naga nia kokiroehoka ka gea dika nimagao
02168,0,14,de o yesusu de yaruange iwininikino yomahiadonuku o loku maigaruku de gena nguku naga manga dodiawo yahiwo de nagaali yamake o nyawa yowoe-woe yomatomuino yahiwoka de o nyawa manga ngoeoka yamuruono naga abe yotoba-doto-dotoko o musa ai paretaino de ona de iwininiki yomaketeributu,de o yesusu de yaruange iwinii niikino yomahiadonuku o loku ma igaruku de genanguku naga manga dodiawo yahiwo de nagali yamake o nyawa yowoe woe yomatoomuino yahiwoka de o nyawa manga ngoeoka yamuruono naga abe yotobadoto dotoko o musa ai paretaino de ona de iwinii niiki yomaketeribuutu
01879,1,23,de 'utuoli naga to 'ona manga romanga 'o andareasa 'o filipusu 'o bartolomeusu 'o matiusu 'o tomasa de 'o yakobusu de 'o alefeusu 'ai ngofaka 'o tadeusu de 'o simono 'abe 'una gea 'o zeloto ma domuino ma nyawa,de utuoli naga to ona manga romanga o andareasa o filipusu o batolomeusu o matiusu o tomasa de o yakobusu to alefeusu ai ngofaka o tadeusu de o simono abe una gea o seloto ma dodoomuino ma nyawa
