"language","version","stocknumber","filesetid","type","script","iso639","bibleid"
"Chimborazo Highland Quichua","2003 Bible Society of Ecuador","N2QUG/SBE","QUGSBEN2DA","audio_drama",NULL,"qug","QUGSBE"
"Chimborazo Highland Quichua","2003 Bible Society of Ecuador","N2QUG/SBE","QUGSBEN2DA16","audio_drama",NULL,"qug","QUGSBE"
"South Bolivian Quechua","2014 Bible Society of Bolivia","N2QUH/RBV","QUHRBV","text_format","Latn","quh","QUHQUE"
"South Bolivian Quechua","2014 Bible Society of Bolivia","N2QUH/RBV","QUHRBV","text_plain","Latn","quh","QUHQUE"
"South Bolivian Quechua","2014 Bible Society of Bolivia","N2QUH/RBV","QUHRBVN1DA","audio","Latn","quh","QUHQUE"
"South Bolivian Quechua","2014 Bible Society of Bolivia","N2QUH/RBV","QUHRBVN2DA","audio_drama","Latn","quh","QUHQUE"
"South Bolivian Quechua","2014 Bible Society of Bolivia","N2QUH/RBV","QUHRBVN2DA16","audio_drama","Latn","quh","QUHQUE"
"South Bolivian Quechua","1993 Bible Society of Bolivia","N2QUH/SBB","QUHSBB","text_plain","Latn","quh","QUHSBB"
"South Bolivian Quechua","1993 Bible Society of Bolivia","N2QUH/SBB","QUHSBBN2DA","audio_drama","Latn","quh","QUHSBB"
"K'iche'","1999 Primitive Methodist Church","N2QUJ/PMC","QUJPMC","text_plain","Latn","quc","QUCPMC"
"K'iche'","1999 Primitive Methodist Church","N2QUJ/PMC","QUJPMC","text_format","Latn","quc","QUCPMC"
"K'iche'","1999 Primitive Methodist Church","N2QUJ/PMC","QUJPMCN2DA","audio_drama","Latn","quc","QUCPMC"
"K'iche'","1999 Primitive Methodist Church","N2QUJ/PMC","QUJPMCN2DA16","audio_drama","Latn","quc","QUCPMC"
"North Bolivian Quechua","2006 Bible Society of Bolivia","N2QUL/SBB","QULSBB","text_plain",NULL,"qul","QULSBB"
"North Bolivian Quechua","2006 Bible Society of Bolivia","N2QUL/SBB","QULSBBN2DA","audio_drama",NULL,"qul","QULSBB"
"North Bolivian Quechua","2006 Bible Society of Bolivia","N2QUL/SBB","QULSBBN2DA16","audio_drama",NULL,"qul","QULSBB"
"Southern Pastaza Quechua","Bible League International","N2QUP/TBL","QUPTBL","text_plain",NULL,"qup","QUPTBL"
"Southern Pastaza Quechua","Bible League International","N2QUP/TBL","QUPTBLN2DA","audio_drama",NULL,"qup","QUPTBL"
"Southern Pastaza Quechua","Bible League International","N2QUP/TBL","QUPTBLN2DA16","audio_drama",NULL,"qup","QUPTBL"
"K'iche'","1997 Wycliffe Bible Translators Inc.","N2QUT/IBS","QUTIBS","text_plain",NULL,"quc","QUTIBS"
"K'iche'","1997 Wycliffe Bible Translators Inc.","N2QUT/IBS","QUTIBSN2DA","audio_drama",NULL,"quc","QUTIBS"
"K'iche'","1997 Wycliffe Bible Translators Inc.","N2QUT/IBS","QUTIBSN2DA16","audio_drama",NULL,"quc","QUTIBS"
"Tena Lowland Quichua","1982 Hermanos Libres del Ecuador (Revision)","N2QUW/HLE","QUWHLE","text_plain","Latn","quw","QUWHLE"
"Tena Lowland Quichua","1982 Hermanos Libres del Ecuador (Revision)","N2QUW/HLE","QUWHLEN2DA","audio_drama","Latn","quw","QUWHLE"
"Tena Lowland Quichua","1982 Hermanos Libres del Ecuador (Revision)","N2QUW/HLE","QUWHLEN2DA16","audio_drama","Latn","quw","QUWHLE"
"Ayacucho Quechua","Edición Revisada","N2QUY/BSR","QUYBSRN1DA","audio","Latn","quy","QUYBSR"
"Ayacucho Quechua","Edición Revisada","N2QUY/BSR","QUYBSRN1DA16","audio","Latn","quy","QUYBSR"
"Ayacucho Quechua","Edición Revisada","N2QUY/BSR","QUYBSRN2DA","audio_drama","Latn","quy","QUYBSR"
"Ayacucho Quechua","Edición Revisada","N2QUY/BSR","QUYBSRP2DV","video_stream","Latn","quy","QUYBSR"
"Ayacucho Quechua","1987 Bible Society of Peru (Donna Sauna Recording)","N1QUY/PBS","QUYPBS","text_plain","Latn","quy","QUYPBS"
"Ayacucho Quechua","1987 Bible Society of Peru (Donna Sauna Recording)","N1QUY/PBS","QUYPBSC1DA","audio","Latn","quy","QUYPBS"
"Ayacucho Quechua","1987 Bible Society of Peru (Donna Sauna Recording)","N1QUY/PBS","QUYPBSN1DA","audio","Latn","quy","QUYPBS"
"Ayacucho Quechua","1987 Bible Society of Peru (Donna Sauna Recording)","O1QUY/PBS","QUYPBSO1DA","audio","Latn","quy","QUYPBS"
"Ayacucho Quechua","1987 Bible Society of Peru (FCBH Recording)","N2QUY/SBU","QUYSBU","text_plain","Latn","quy","QUYSBU"
"Ayacucho Quechua","1987 Bible Society of Peru (FCBH Recording)","N2QUY/SBU","QUYSBUN2DA","audio_drama","Latn","quy","QUYSBU"
"Ayacucho Quechua","1987 Bible Society of Peru (FCBH Recording)","N2QUY/SBU","QUYSBUN2DA16","audio_drama","Latn","quy","QUYSBU"
"Cusco Quechua","2011 Bibles International","N2QUZ/BIV","QUZBIV","text_plain","Latn","quz","QUZBIV"
"Cusco Quechua","2004 Bible Society of Peru","N2QUZ/PBS","QUZPBS","text_plain","Latn","quz","QUZPBS"
"Cusco Quechua","2004 Bible Society of Peru","N2QUZ/PBS","QUZPBSN2DA","audio_drama","Latn","quz","QUZPBS"
"Cusco Quechua","2004 Bible Society of Peru","N2QUZ/PBS","QUZPBSN2DA16","audio_drama","Latn","quz","QUZPBS"
"Cusco Quechua","2004 Bible Society of Peru","N2QUZ/PBS","QUZPBSP2DV","video_stream","Latn","quz","QUZPBS"
"Ambo-Pasco Quechua","2017 Wycliffe Bible Translators, Inc","N2QVA/WBT","QVAWBTN1DA","audio","Latn","qva","QVAWBT"
"Ambo-Pasco Quechua","2017 Wycliffe Bible Translators, Inc","N2QVA/WBT","QVAWBTN1DA16","audio","Latn","qva","QVAWBT"
"Ambo-Pasco Quechua","2017 Wycliffe Bible Translators, Inc","N2QVA/WBT","QVAWBTN2DA","audio_drama","Latn","qva","QVAWBT"
"Ambo-Pasco Quechua","2017 Wycliffe Bible Translators, Inc","N2QVA/WBT","QVAWBTN2DA16","audio_drama","Latn","qva","QVAWBT"
"Cajamarca Quechua","La Liga Biblica 2004","N2QVC/TBL","QVCTBL","text_plain",NULL,"qvc","QVCTBL"
"Cajamarca Quechua","La Liga Biblica 2004","N2QVC/TBL","QVCTBLN2DA","audio_drama",NULL,"qvc","QVCTBL"
"Cajamarca Quechua","La Liga Biblica 2004","N2QVC/TBL","QVCTBLN2DA16","audio_drama",NULL,"qvc","QVCTBL"
"Eastern Apurímac Quechua","2013 Wycliffe","N2QVE/TBL","QVETBL","text_plain","Latn","qve","QVETBL"
"Eastern Apurímac Quechua","2013 Wycliffe","N2QVE/TBL","QVETBLN2DA","audio_drama","Latn","qve","QVETBL"
"Eastern Apurímac Quechua","2013 Wycliffe","N2QVE/TBL","QVETBLN2DA16","audio_drama","Latn","qve","QVETBL"
"Eastern Apurímac Quechua","2013 Wycliffe","N2QVE/TBL","QVETBLP2DV","video_stream","Latn","qve","QVETBL"
"Imbabura Highland Quichua","1994 Edition","N2QVI/BSE","QVIBSE","text_plain","Latn","qvi","QVIIHB"
"Margos-Yarowilca-Lauricocha Quechua","Bible League International","N2QVM/TBL","QVMTBL","text_plain",NULL,"qvm","QVMTBL"
"Margos-Yarowilca-Lauricocha Quechua","Bible League International","N2QVM/TBL","QVMTBLN2DA","audio_drama",NULL,"qvm","QVMTBL"
"Margos-Yarowilca-Lauricocha Quechua","Bible League International","N2QVM/TBL","QVMTBLN2DA16","audio_drama",NULL,"qvm","QVMTBL"
"Margos-Yarowilca-Lauricocha Quechua","Bible League International","N2QVM/TBL","QVMTBLP2DV","video_stream",NULL,"qvm","QVMTBL"
"North Junín Quechua","1997 The Bible League","N2QVN/LLB","QVNLLB","text_plain","Latn","qvn","QVNLLB"
"North Junín Quechua","1997 The Bible League","N2QVN/LLB","QVNLLBN2DA","audio_drama","Latn","qvn","QVNLLB"
"North Junín Quechua","1997 The Bible League","N2QVN/LLB","QVNLLBN2DA16","audio_drama","Latn","qvn","QVNLLB"
"Napo Lowland Quechua","Colegio Don Bosco","N2QVO/VAA","QVOVAA","text_plain","Latn","qvo","QVOVAA"
"Napo Lowland Quechua","Colegio Don Bosco","N2QVO/VAA","QVOVAAN2DA","audio_drama","Latn","qvo","QVOVAA"
"Napo Lowland Quechua","Colegio Don Bosco","N2QVO/VAA","QVOVAAN2DA16","audio_drama","Latn","qvo","QVOVAA"
"San Martín Quechua","1992 Bible League International","N2QVS/TBL","QVSTBL","text_plain",NULL,"qvs","QVSTBL"
"San Martín Quechua","1992 Bible League International","N2QVS/TBL","QVSTBLN2DA","audio_drama",NULL,"qvs","QVSTBL"
"San Martín Quechua","1992 Bible League International","N2QVS/TBL","QVSTBLN2DA16","audio_drama",NULL,"qvs","QVSTBL"
"San Martín Quechua","1992 Bible League International","N2QVS/TBL","QVSTBLP2DV","video_stream",NULL,"qvs","QVSTBL"
"Huaylla Wanca Quechua","2006 Bible League International","N2QVW/TBL","QVWTBL","text_plain",NULL,"qvw","QVWTBL"
"Huaylla Wanca Quechua","2006 Bible League International","N2QVW/TBL","QVWTBLN2DA","audio_drama",NULL,"qvw","QVWTBL"
"Huaylla Wanca Quechua","2006 Bible League International","N2QVW/TBL","QVWTBLN2DA16","audio_drama",NULL,"qvw","QVWTBL"
"Huaylla Wanca Quechua","2006 Bible League International","N2QVW/TBL","QVWTBLP2DV","video_stream",NULL,"qvw","QVWTBL"
"Northern Pastaza Quichua","1992 Wycliffe Bible Translators Inc.","N2QVZ/WBT","QVZWBT","text_plain","Latn","qvz","QVZWBT"
"Northern Pastaza Quichua","1992 Wycliffe Bible Translators Inc.","N2QVZ/WBT","QVZWBTN2DA","audio_drama","Latn","qvz","QVZWBT"
"Northern Pastaza Quichua","1992 Wycliffe Bible Translators Inc.","N2QVZ/WBT","QVZWBTN2DA16","audio_drama","Latn","qvz","QVZWBT"
"Northern Pastaza Quichua","1992 Wycliffe Bible Translators Inc.","N2QVZ/WBT","QVZWBTP2DV","video_stream","Latn","qvz","QVZWBT"
"Huaylas Ancash Quechua","2007 Bible League International","N2QWH/LLB","QWHLLB","text_plain",NULL,"qwh","QWHLLB"
"Huaylas Ancash Quechua","2007 Bible League International","N2QWH/LLB","QWHLLBN2DA","audio_drama",NULL,"qwh","QWHLLB"
"Huaylas Ancash Quechua","2007 Bible League International","N2QWH/LLB","QWHLLBN2DA16","audio_drama",NULL,"qwh","QWHLLB"
"Huaylas Ancash Quechua","2007 Bible League International","N2QWH/LLB","QWHLLBP2DV","video_stream",NULL,"qwh","QWHLLB"
"Panao Huánuco Quechua","2009 Wycliffe Bible Translators Inc.","N2QXH/WBT","QXHWBT","text_format","Latn","qxh","QXHWBT"
"Panao Huánuco Quechua","2009 Wycliffe Bible Translators Inc.","N2QXH/WBT","QXHWBT","text_plain","Latn","qxh","QXHWBT"
"Panao Huánuco Quechua","2009 Wycliffe Bible Translators Inc.","N2QXH/WBT","QXHWBTN2DA","audio_drama","Latn","qxh","QXHWBT"
"Panao Huánuco Quechua","2009 Wycliffe Bible Translators Inc.","N2QXH/WBT","QXHWBTN2DA16","audio_drama","Latn","qxh","QXHWBT"
"Panao Huánuco Quechua","2009 Wycliffe Bible Translators Inc.","N2QXH/WBT","QXHWBTP2DV","video_stream","Latn","qxh","QXHWBT"
"Salasaca Highland Quichua","Wycliffe Bible Translators, Inc","N2QXL/WBT","QXLQSV","text_plain","Latn","qxl","QXLQSV"
"Salasaca Highland Quichua","Wycliffe Bible Translators, Inc","N2QXL/WBT","QXLQSVN1DA","audio","Latn","qxl","QXLQSV"
"Salasaca Highland Quichua","Wycliffe Bible Translators, Inc","N2QXL/WBT","QXLQSVN1DA16","audio","Latn","qxl","QXLQSV"
"Salasaca Highland Quichua","Wycliffe Bible Translators, Inc","N2QXL/WBT","QXLQSVN2DA","audio_drama","Latn","qxl","QXLQSV"
"Salasaca Highland Quichua","Wycliffe Bible Translators, Inc","N2QXL/WBT","QXLQSVN2DA16","audio_drama","Latn","qxl","QXLQSV"
"Salasaca Highland Quichua","Wycliffe Bible Translators, Inc","N2QXL/WBT","QXLQSVP2DV","video_stream","Latn","qxl","QXLQSV"
"Northern Conchucos Ancash Quechua","2006 Wycliffe Bible Translators Inc.","N2QXN/WBT","QXNWBT","text_plain",NULL,"qxn","QXNWBT"
"Northern Conchucos Ancash Quechua","2006 Wycliffe Bible Translators Inc.","N2QXN/WBT","QXNWBTN2DA","audio_drama",NULL,"qxn","QXNWBT"
"Northern Conchucos Ancash Quechua","2006 Wycliffe Bible Translators Inc.","N2QXN/WBT","QXNWBTN2DA16","audio_drama",NULL,"qxn","QXNWBT"
"Southern Conchucos Ancash Quechua","2002 Bible League International","N2QXO/LLB","QXOLLB","text_plain","Latn","qxo","QXOLLB"
"Southern Conchucos Ancash Quechua","2002 Bible League International","N2QXO/LLB","QXOLLBN2DA","audio_drama","Latn","qxo","QXOLLB"
"Southern Conchucos Ancash Quechua","2002 Bible League International","N2QXO/LLB","QXOLLBN2DA16","audio_drama","Latn","qxo","QXOLLB"
"Cañar Highland Quichua","Sociedades Bíblicas Unidas de 		Ecuador 2010","N2QXR/BSE","QXRBSE","text_plain","Latn","qxr","QXRBSE"
"Cañar Highland Quichua","Sociedades Bíblicas Unidas de 		Ecuador 2010","N2QXR/BSE","QXRBSE","text_format","Latn","qxr","QXRBSE"
"Cañar Highland Quichua","Sociedades Bíblicas Unidas de 		Ecuador 2010","N2QXR/BSE","QXRBSEN1DA","audio","Latn","qxr","QXRBSE"
"Cañar Highland Quichua","Sociedades Bíblicas Unidas de 		Ecuador 2010","N2QXR/BSE","QXRBSEN1DA16","audio","Latn","qxr","QXRBSE"
"Cañar Highland Quichua","Sociedades Bíblicas Unidas de 		Ecuador 2010","N2QXR/BSE","QXRBSEN2DA","audio_drama","Latn","qxr","QXRBSE"
"Cañar Highland Quichua","Sociedades Bíblicas Unidas de 		Ecuador 2010","N2QXR/BSE","QXRBSEN2DA16","audio_drama","Latn","qxr","QXRBSE"
"Cañar Highland Quichua","Sociedades Bíblicas Unidas de 		Ecuador 2010","N2QXR/BSE","QXRBSEP2DV","video_stream","Latn","qxr","QXRBSE"
"Logooli","2008 The Bible Society of Kenya","N2RAG/BSK","RAGBSKN1DA","audio","Latn","rag","RAGBSK"
"Logooli","2008 The Bible Society of Kenya","N2RAG/BSK","RAGBSKN1DA16","audio","Latn","rag","RAGBSK"
"Logooli","2008 The Bible Society of Kenya","N2RAG/BSK","RAGBSKN2DA","audio_drama","Latn","rag","RAGBSK"
"Logooli","2008 The Bible Society of Kenya","N2RAG/BSK","RAGBSKN2DA16","audio_drama","Latn","rag","RAGBSK"
"Ramoaaina","2006 The Bible League","N1RAI/TBL","RAITBL","text_plain","Latn","rai","RAITBL"
"Canela","1990 Liga Biblica do Brasil","S2RAM/TBL","RAMTBLS2DA","audio_drama","Latn","ram","RAMWBT"
"Rapanui","Wycliffe Bible Translators, Inc","N2RAP/WBT","RAPWBT","text_format","Latn","rap","RAPWBT"
"Rapanui","Wycliffe Bible Translators, Inc","N2RAP/WBT","RAPWBT","text_plain","Latn","rap","RAPWBT"
"Rapanui","Wycliffe Bible Translators, Inc","N2RAP/WBT","RAPWBTN1DA","audio","Latn","rap","RAPWBT"
"Rapanui","Wycliffe Bible Translators, Inc","N2RAP/WBT","RAPWBTN1DA16","audio","Latn","rap","RAPWBT"
"Rapanui","Wycliffe Bible Translators, Inc","N2RAP/WBT","RAPWBTN2DA","audio_drama","Latn","rap","RAPWBT"
"Rapanui","Wycliffe Bible Translators, Inc","N2RAP/WBT","RAPWBTN2DA16","audio_drama","Latn","rap","RAPWBT"
"Rapanui","Wycliffe Bible Translators, Inc","N2RAP/WBT","RAPWBTP2DV","video_stream","Latn","rap","RAPWBT"
"Rawang","2009 Rawang Bible Committee","N1RAW/RBC","RAWRBC","text_plain","Latn","raw","RAWBIB"
"Rawang","2009 Rawang Bible Committee","N1RAW/RBC","RAWRBCN1DA","audio","Latn","raw","RAWBIB"
"Rejang","2011 Lembaga Alkitab Indonesia","N2REJ/LAI","REJLAI","text_format","Latn","rej","REJNEW"
"Rejang","2011 Lembaga Alkitab Indonesia","N2REJ/LAI","REJLAI","text_plain","Latn","rej","REJNEW"
"Rejang","2011 Lembaga Alkitab Indonesia","N2REJ/LAI","REJLAIN1DA","audio","Latn","rej","REJNEW"
"Rejang","2011 Lembaga Alkitab Indonesia","N2REJ/LAI","REJLAIN2DA","audio_drama","Latn","rej","REJNEW"
"Rejang","2011 Lembaga Alkitab Indonesia","N2REJ/LAI","REJLAIP2DV","video_stream","Latn","rej","REJNEW"
"Rendille","Bible Translation & Literacy (EA), 2018","N2REL/BTL","RELBTL","text_plain","Latn","rel","RELBTL"
"Rendille","Bible Translation & Literacy (EA), 2018","N2REL/BTL","RELBTL","text_format","Latn","rel","RELBTL"
"Rendille","Bible Translation & Literacy (EA), 2018","N2REL/BTL","RELBTLN1DA","audio","Latn","rel","RELBTL"
"Rendille","Bible Translation & Literacy (EA), 2018","N2REL/BTL","RELBTLN1DA16","audio","Latn","rel","RELBTL"
"Rendille","Bible Translation & Literacy (EA), 2018","N2REL/BTL","RELBTLN2DA","audio_drama","Latn","rel","RELBTL"
"Rendille","Bible Translation & Literacy (EA), 2018","N2REL/BTL","RELBTLN2DA16","audio_drama","Latn","rel","RELBTL"
"Rendille","Bible Translation & Literacy (EA), 2018","N2REL/BTL","RELBTLP2DV","video_stream","Latn","rel","RELBTL"
"Tarifit","NVS Version","N2RIF/NVS","RIFNVS","text_plain","Arab","rif","RIFNVS"
"Tarifit","NVS Version","N2RIF/NVS","RIFNVSP2DV","video_stream","Arab","rif","RIFNVS"
"Nyaturu","2010 Bible Society of Tanzania","N2RIM/BST","RIMBST","text_plain",NULL,"rim","RIMKNT"
"Nyaturu","2010 Bible Society of Tanzania","N2RIM/BST","RIMBSTN2DA","audio_drama",NULL,"rim","RIMKNT"
"Nyaturu","2010 Bible Society of Tanzania","N2RIM/BST","RIMBSTN2DA16","audio_drama",NULL,"rim","RIMKNT"
"Rangpuri","Indian Evangelical Mission","N2RJS/IEM","RJSIEM","text_plain","Deva","rkt","RJSIEM"
"Rangpuri","Indian Evangelical Mission","N2RJS/IEM","RJSIEM","text_format","Deva","rkt","RJSIEM"
"Rangpuri","Indian Evangelical Mission","N2RJS/IEM","RJSIEMN1DA","audio","Deva","rkt","RJSIEM"
"Rangpuri","Indian Evangelical Mission","N2RJS/IEM","RJSIEMN2DA","audio_drama","Deva","rkt","RJSIEM"
"Rangpuri","Indian Evangelical Mission","N2RJS/IEM","RJSIEMP2DV","video_stream","Deva","rkt","RJSIEM"
"Rajbanshi","2009 Edition","N2RJS/MTS","RJSMTS","text_format","Deva","rjs","RJSMTS"
"Rajbanshi","2009 Edition","N2RJS/MTS","RJSMTS","text_plain","Deva","rjs","RJSMTS"
"Rajbanshi","2009 Edition","N2RJS/MTS","RJSMTSN1DA","audio","Deva","rjs","RJSMTS"
"Rajbanshi","2009 Edition","N2RJS/MTS","RJSMTSN1DA16","audio","Deva","rjs","RJSMTS"
"Rajbanshi","2009 Edition","N2RJS/MTS","RJSMTSN2DA","audio_drama","Deva","rjs","RJSMTS"
"Rajbanshi","2009 Edition","N2RJS/MTS","RJSMTSN2DA16","audio_drama","Deva","rjs","RJSMTS"
"Rajbanshi","2009 Edition","N2RJS/MTS","RJSMTSP2DV","video_stream","Deva","rjs","RJSMTS"
"Romani, Carpathian","The Word for the World","N2RMC/WFW","RMCWFW","text_plain","Latn","rmc","RMCWFW"
"Romani, Carpathian","The Word for the World","N2RMC/WFW","RMCWFWN1DA","audio","Latn","rmc","RMCWFW"
"Romani, Carpathian","The Word for the World","N2RMC/WFW","RMCWFWN2DA","audio_drama","Latn","rmc","RMCWFW"
"Romani, Carpathian","The Word for the World","N2RMC/WFW","RMCWFWP2DV","video_stream","Latn","rmc","RMCWFW"
"Romani, Baltic","2003 GBV","N2ROM/NVS","RMLNVSN2DA","audio_drama",NULL,"rml","RMLNEW"
"Sinte Romani","Romanes Arbeit Marburg","N2RMO/RAM","RMORAM","text_plain","Latn","rmo","RMORAM"
"Sinte Romani","Romanes Arbeit Marburg","N2RMO/RAM","RMORAMN2DA","audio_drama","Latn","rmo","RMORAM"
"Sinte Romani","Romanes Arbeit Marburg","N2RMO/RAM","RMORAMN2DA16","audio_drama","Latn","rmo","RMORAM"
"Sinte Romani","Romanes Arbeit Marburg","N2RMO/RAM","RMORAMP2DV","video_stream","Latn","rmo","RMORAM"
"Vlax Romani","Chilean Vlax Version","N2RMY/CVV","RMYCVV","text_plain",NULL,"rmy","RMYCVV"
"Vlax Romani","Chilean Vlax Version","N2RMY/CVV","RMYCVVN2DA","audio_drama",NULL,"rmy","RMYCVV"
"Vlax Romani","Chilean Vlax Version","N2RMY/CVV","RMYCVVN2DA16","audio_drama",NULL,"rmy","RMYCVV"
"Ronga","Bible Society of Mozambique","N2RNG/SBM","RNGSBMN2DA","audio_drama",NULL,"rng","RNGGEN"
"Ronga","Bible Society of Mozambique","N2RNG/SBM","RNGSBMN2DA16","audio_drama",NULL,"rng","RNGGEN"
"Ronga","Bible Society of Mozambique","N2RNG/SBM","RNGSBMP2DV","video_stream",NULL,"rng","RNGGEN"
"Ranglong","2002 Bibles International","N2RNL/BIV","RNLBIV","text_plain","Latn","rnl","RNLBIV"
"Ranglong","2002 Bibles International","N2RNL/BIV","RNLBIVN1DA","audio","Latn","rnl","RNLBIV"
"Ranglong","2002 Bibles International","N2RNL/BIV","RNLBIVN1DA16","audio","Latn","rnl","RNLBIV"
"Ranglong","2002 Bibles International","N2RNL/BIV","RNLBIVN2DA","audio_drama","Latn","rnl","RNLBIV"
"Ranglong","2002 Bibles International","N2RNL/BIV","RNLBIVN2DA16","audio_drama","Latn","rnl","RNLBIV"
"Ranglong","2002 Bibles International","N2RNL/BIV","RNLBIVP2DV","video_stream","Latn","rnl","RNLBIV"
"Romblomanon","Bible League Version","N2ROL/TBL","ROLTBL","text_format","Latn","rol","ROLTBL"
"Romblomanon","Bible League Version","N2ROL/TBL","ROLTBL","text_plain","Latn","rol","ROLTBL"
"Romblomanon","Bible League Version","N2ROL/TBL","ROLTBLN1DA","audio","Latn","rol","ROLTBL"
"Romblomanon","Bible League Version","N2ROL/TBL","ROLTBLN1DA16","audio","Latn","rol","ROLTBL"
"Romblomanon","Bible League Version","N2ROL/TBL","ROLTBLN2DA","audio_drama","Latn","rol","ROLTBL"
"Romblomanon","Bible League Version","N2ROL/TBL","ROLTBLN2DA16","audio_drama","Latn","rol","ROLTBL"
"Romblomanon","Bible League Version","N2ROL/TBL","ROLTBLP2DV","video_stream","Latn","rol","ROLTBL"
"Romanian","Holy Bible, New Romanian Translation  ™","N1RON/BIB","RONBIB","text_format","Latn","ron","RONBIB"
"Romanian","Holy Bible, New Romanian Translation  ™","N1RON/BIB","RONBIB","text_plain","Latn","ron","RONBIB"
"Romanian","Interconfessional Version","N2RUM/BSR","RONBSR","text_plain","Latn","ron","RONBSR"
"Romanian","Interconfessional Version","N2RUM/BSR","RONBSRN2DA","audio_drama","Latn","ron","RONBSR"
"Romanian","Interconfessional Version","N2RUM/BSR","RONBSRN2DA16","audio_drama","Latn","ron","RONBSR"
"Romanian","Dumitru Cornilescu / Библия Думитру Корнилеску 1924","N1ROM/DCV","RONDCV","text_plain","Latn","ron","RONCORN"
"Romanian","Dumitru Cornilescu / Библия Думитру Корнилеску 1924","N1ROM/DCV","RONDCV","text_format","Latn","ron","RONCORN"
"Romanian","Dumitru Cornilescu / Библия Думитру Корнилеску 1924","N1ROM/DCV","RONDCVC1DA","audio","Latn","ron","RONCORN"
"Romanian","Dumitru Cornilescu / Библия Думитру Корнилеску 1924","N1ROM/DCV","RONDCVN1DA","audio","Latn","ron","RONCORN"
"Romanian","Dumitru Cornilescu / Библия Думитру Корнилеску 1924","N1ROM/DCV","RONDCVN1DA16","audio","Latn","ron","RONCORN"
"Romanian","Dumitru Cornilescu / Библия Думитру Корнилеску 1924","O1ROM/DCV","RONDCVO1DA","audio","Latn","ron","RONCORN"
"Romanian","Noua Traducere Românească (NTR)","P2RON/LPF","RONLPFP2DV","video_stream",NULL,"ron","RONLPF"
"Romanian","2000 Bible League International","N2RUM/WTC","RONWTC","text_format","Latn","ron","RONWTC"
"Romanian","2000 Bible League International","N2RUM/WTC","RONWTC","text_plain","Latn","ron","RONWTC"
"Rotokas","1982 Wycliffe Bible Translators, Inc.","N2ROO/WBT","ROOWBT","text_plain","Latn","roo","ROOWBT"
"Waima","2002 Wycliffe Bible Translators, Inc","N2RRO/PNG","RROPNG","text_plain","Latn","rro","RROPNG"
"Waima","2002 Wycliffe Bible Translators, Inc","N2RRO/PNG","RROPNGN1DA","audio","Latn","rro","RROPNG"
"Waima","2002 Wycliffe Bible Translators, Inc","N2RRO/PNG","RROPNGN2DA","audio_drama","Latn","rro","RROPNG"
"Waima","2002 Wycliffe Bible Translators, Inc","N2RRO/PNG","RROPNGP2DV","video_stream","Latn","rro","RROPNG"
"Kinyarwanda","Ikinyarwanda Cy'iki Gihe (Common) Interconfessional","N2RUA/ICG","RUAICG","text_plain","Latn","kin","KINSIX"
"Kinyarwanda","Ikinyarwanda Cy'iki Gihe (Common) Interconfessional","N2RUA/ICG","RUAICG","text_format","Latn","kin","KINSIX"
"Kinyarwanda","Ikinyarwanda Cy'iki Gihe (Common) Interconfessional","N2RUA/ICG","RUAICGN2DA","audio_drama","Latn","kin","KINSIX"
"Kinyarwanda","Ikinyarwanda Cy'iki Gihe (Common) Interconfessional","N2RUA/ICG","RUAICGN2DA16","audio_drama","Latn","kin","KINSIX"
"Gungu","2017 Wycliffe Bible Translators, Inc","N2RUB/WBT","RUBWBTN1DA","audio","Latn","rub","RUBWBT"
"Gungu","2017 Wycliffe Bible Translators, Inc","N2RUB/WBT","RUBWBTN1DA16","audio","Latn","rub","RUBWBT"
"Gungu","2017 Wycliffe Bible Translators, Inc","N2RUB/WBT","RUBWBTN2DA","audio_drama","Latn","rub","RUBWBT"
"Gungu","2017 Wycliffe Bible Translators, Inc","N2RUB/WBT","RUBWBTN2DA16","audio_drama","Latn","rub","RUBWBT"
"Luguru","Laghano Lya Sambi Kwe Iwanu Wose","N1RUF/PBT","RUFPBT","text_format","Latn","ruf","RUFPWW"
"Luguru","Laghano Lya Sambi Kwe Iwanu Wose","N1RUF/PBT","RUFPBT","text_plain","Latn","ruf","RUFPWW"
"Luguru","Laghano Lya Sambi Kwe Iwanu Wose","N1RUF/PBT","RUFPBTN1DA","audio","Latn","ruf","RUFPWW"
"Roviana","2017 Wycliffe Bible Translators, Inc","N2RUG/WBT","RUGWBT","text_plain","Latn","rug","RUGWBT"
"Roviana","2017 Wycliffe Bible Translators, Inc","N2RUG/WBT","RUGWBT","text_format","Latn","rug","RUGWBT"
"Roviana","2017 Wycliffe Bible Translators, Inc","N2RUG/WBT","RUGWBTN1DA","audio","Latn","rug","RUGWBT"
"Roviana","2017 Wycliffe Bible Translators, Inc","N2RUG/WBT","RUGWBTN2DA","audio_drama","Latn","rug","RUGWBT"
"Roviana","2017 Wycliffe Bible Translators, Inc","N2RUG/WBT","RUGWBTN2DA16","audio_drama","Latn","rug","RUGWBT"
"Roviana","2017 Wycliffe Bible Translators, Inc","N2RUG/WBT","RUGWBTP2DV","video_stream","Latn","rug","RUGWBT"
"Rundi","2007 Bible Society of Burundi","N2RUN/BSB","RUNBSB","text_format","Latn","run","RUNBSB"
"Rundi","2007 Bible Society of Burundi","N2RUN/BSB","RUNBSB","text_plain","Latn","run","RUNBSB"
